timestamp,price,volume,MA20,MA50,MA200,event
2020-01-01,7200.85,16792.388165,,,,
2020-01-02,6965.71,31951.483932,,,,
2020-01-03,7344.96,68428.500451,,,,
2020-01-04,7354.11,29987.974977,,,,
2020-01-05,7358.75,38331.085604,,,,
2020-01-06,7758.0,54635.695316,,,,
2020-01-07,8145.28,91171.684661,,,,
2020-01-08,8055.98,112622.64264,,,,
2020-01-09,7817.76,64239.51983,,,,
2020-01-10,8197.02,82406.777448,,,,
2020-01-11,8020.01,54810.032667,,,,
2020-01-12,8184.98,38131.494336,,,,
2020-01-13,8110.34,31159.755683,,,,
2020-01-14,8810.01,120399.126742,,,,
2020-01-15,8821.41,84816.297606,,,,
2020-01-16,8720.01,51991.074284,,,,
2020-01-17,8913.28,70897.737377,,,,
2020-01-18,8915.96,38294.746545,,,,
2020-01-19,8701.7,70676.889259,,,,
2020-01-20,8642.35,38896.639746,8101.9235,,,
2020-01-21,8736.03,36494.687659,8178.6825,,,
2020-01-22,8682.36,29080.557138,8264.515000000001,,,
2020-01-23,8404.52,48165.944597,8317.493,,,
2020-01-24,8439.0,41687.529529,8371.7375,,,
2020-01-25,8340.58,25521.157932,8420.829,,,
2020-01-26,8615.0,31130.485164,8463.679,,,
2020-01-27,8907.57,53973.542996,8501.7935,,,
2020-01-28,9374.21,74584.853765,8567.705,,,
2020-01-29,9301.53,53864.065122,8641.8935,,,
2020-01-30,9513.21,60626.744259,8707.703,,,
2020-01-31,9352.89,45552.022352,8774.347,,,
2020-02-01,9384.61,28578.067354,8834.3285,,,
2020-02-02,9331.51,45690.91254,8895.386999999999,,,
2020-02-03,9292.24,50892.133451,8919.4985,,,
2020-02-04,9197.02,53308.175266,8938.278999999999,,,
2020-02-05,9612.04,64870.415615,8982.880500000001,,,
2020-02-06,9772.0,64949.706588,9025.8165,,,
2020-02-07,9813.73,43966.114632,9070.704999999998,,,
2020-02-08,9895.05,43600.843666,9130.372500000001,,,
2020-02-09,10151.75,43408.475616,9205.8425,,,
2020-02-10,9851.83,59573.084619,9261.6325,,,
2020-02-11,10223.08,62422.395224,9338.6685,,,
2020-02-12,10326.46,61008.06393,9434.7655,,,
2020-02-13,10229.63,79344.358759,9524.297,,,
2020-02-14,10344.36,47038.480173,9624.486,,,
2020-02-15,9904.72,57657.202947,9688.972,,,
2020-02-16,9917.27,60023.999537,9739.457,,,
2020-02-17,9706.0,70261.011901,9756.0465,,,
2020-02-18,10164.71,70604.124019,9799.2055,,,
2020-02-19,9593.79,55162.586895,9803.2345,8928.3434,,
2020-02-20,9596.42,60152.342914,9815.411,8976.2548,,
2020-02-21,9677.05,42181.554524,9830.033,9030.481600000001,,
2020-02-22,9650.86,24636.757623,9846.0005,9076.5996,,
2020-02-23,9936.4,37702.089843,9878.208499999999,9128.2454,,
2020-02-24,9656.13,55796.59612,9901.164,9174.193000000001,,
2020-02-25,9315.84,54379.344552,9886.354,9205.3498,,
2020-02-26,8785.25,92130.345482,9837.0165,9218.1492,,
2020-02-27,8823.21,72483.578762,9787.4905,9233.4938,,
2020-02-28,8692.91,71155.208977,9727.3835,9250.996799999999,,
2020-02-29,8523.61,36748.183035,9645.9765,9257.5286,,
2020-03-01,8531.88,43892.201779,9579.979000000001,9267.766,,
2020-03-02,8915.24,60401.31773,9514.587,9282.3712,,
2020-03-03,8760.07,55154.997282,9436.2675,9295.3658,,
2020-03-04,8750.87,38696.482578,9362.3295,9294.182999999999,,
2020-03-05,9054.68,58201.866355,9297.8455,9298.8484,,
2020-03-06,9131.88,43782.948044,9259.2035,9307.085799999999,,
2020-03-07,8886.66,45422.204525,9207.672999999999,9306.553399999999,,
2020-03-08,8033.31,77537.315166,9124.038499999999,9288.9004,,
2020-03-09,7929.87,116968.863268,9012.2965,9273.4638,,
2020-03-10,7894.56,86783.443875,8927.335,9258.508,,
2020-03-11,7934.52,79942.411172,8844.24,9242.4778,,
2020-03-12,4800.0,261505.608653,8600.3875,9164.830600000001,,黑色星期四
2020-03-13,5578.6,402201.673764,8396.7745,9108.3122,,
2020-03-14,5172.06,136910.135974,8158.5575,9042.973399999999,,
2020-03-15,5361.3,139916.146534,7943.816000000001,8983.387799999999,,
2020-03-16,5028.97,227276.92276,7729.472500000001,8911.6672,,
2020-03-17,5312.64,150089.926318,7555.842,8839.7686,,
2020-03-18,5393.04,137127.634894,7384.333500000001,8760.1452,,
2020-03-19,6162.37,199020.873439,7257.806500000001,8697.362,,
2020-03-20,6208.36,219298.329514,7142.044,8631.265,,
2020-03-21,6186.98,128913.668363,7024.798999999999,8567.9468,,
2020-03-22,5816.19,119115.990527,6869.8465,8496.5784,,
